first_name,last_name,formatted_dob,above_18,member_id
Christina,Stone,19930320,Yes,Stone9ab9f8
Miranda,Mata,19930124,Yes,Mata53cfc3
Alexander,Merritt,19800913,Yes,Merritt696fdb
Austin,Alexander,19950418,Yes,Alexander124381
Kelly,Sanders,19520413,Yes,Sanderse9c2f8
Matthew,Jones,20000615,Yes,Jonesfae51f
Donna,Juarez,19550612,Yes,Juarezab899b
Sarah,David,19981216,Yes,David39e9f8
Carmen,Barajas,19810526,Yes,Barajas62836c
Angela,Johnson,19840827,Yes,Johnson5dcbaa
Melissa,Sparks,19930802,Yes,Sparksa67f31
Rebecca,Serrano,19650726,Yes,Serranoc59d5c
Katherine,Hill,19830918,Yes,Hille971ed
Kristin,Hart,19661217,Yes,Hart3b2649
Jacqueline,Ho,19610131,Yes,Ho735510
Tyler,Rodriguez,19691123,Yes,Rodriguezc3743a
Michael,Knight,19870408,Yes,Knighte66abd
Heather,Arroyo,19790709,Yes,Arroyo440224
Lori,Larson,19630807,Yes,Larson067142
Lindsay,Lopez,19820123,Yes,Lopezb6ee88
David,Vazquez,19900612,Yes,Vazquez13d09f
Karen,Salazar,19950502,Yes,Salazarcf1ae7
Sherry,Hicks,19611127,Yes,Hicks5e5f20
Sarah,Davila,19790906,Yes,Davila1977b8
Karen,Oneill,19921004,Yes,Oneill7278cc
Nicholas,Mills,19631001,Yes,Millsf511aa
Kim,Hull,20030619,Yes,Hulld01176
Jennifer,Montgomery,19710715,Yes,Montgomery1a3346
Cynthia,Bailey,19790825,Yes,Bailey13beba
John,Wright,19831019,Yes,Wrightfefcf4
Kelsey,Miller,19781107,Yes,Millerd66763
Sheila,Brown,19821128,Yes,Brown565a73
Lisa,Moore,19941119,Yes,Moorea6529a
Brianna,Haynes,19980401,Yes,Haynesdd4dab
Julian,Newman,19580313,Yes,Newman15a276
Thomas,Ferguson,19591213,Yes,Fergusonfb4589
David,Swanson,20021220,Yes,Swanson0be9cc
Kathryn,Dyer,19591210,Yes,Dyer7b5ce8
Lauren,Rodriguez,19931016,Yes,Rodrigueza9b997
Jeffrey,Rodriguez,19900331,Yes,Rodriguezf13032
Richard,Anderson,19580607,Yes,Anderson7118fe
Andrea,Huynh,19890929,Yes,Huynh1735e5
Brian,Allen,19560101,Yes,Allen013af3
Jacqueline,Peck,19590210,Yes,Peck723a26
Jessica,Lee,19670124,Yes,Lee7f12ff
Martin,Allen,20020924,Yes,Allen7a4f23
Jason,Mcdaniel,19650403,Yes,Mcdaniel500617
Angela,Mitchell,19690105,Yes,Mitchell06d3f9
Derrick,Sanchez,19700424,Yes,Sanchez9f2667
Christine,Ellis,19980617,Yes,Ellisb9ff03
Alyssa,Salinas,19980710,Yes,Salinas8ad1c3
Kevin,Walsh,19920805,Yes,Walsh8cd295
Stuart,Daniels,20020317,Yes,Danielsc934da
Kenneth,Knox,19990626,Yes,Knoxd64ed8
Steve,Mitchell,19751027,Yes,Mitchell1bdd4e
Craig,Hendricks,19951018,Yes,Hendricksa352c8
Ricky,Kerr,19510625,Yes,Kerra02d82
Gloria,Aguilar,19690606,Yes,Aguilard36615
Gerald,Hall,19711007,Yes,Hall0bc149
Alexander,Knight,19740812,Yes,Knight7e064e
Joseph,Cross,19530126,Yes,Cross36c08a
Joel,Myers,19720920,Yes,Myers1466d1
Michael,Mckee,20000917,Yes,Mckee92c0ea
Roy,Park,19551029,Yes,Parka639e6
Jonathan,Castro,19700409,Yes,Castro49d900
Richard,Carroll,19610526,Yes,Carroll783912
Michelle,Fletcher,19831024,Yes,Fletchere6fffc
Carol,Murphy,19640317,Yes,Murphyecd95e
Michael,Russell,19680308,Yes,Russell203e49
Shawna,Andrews,19981115,Yes,Andrews776f9a
Dana,Hernandez,19940126,Yes,Hernandez3d7b1b
Lauren,Harris,19780811,Yes,Harrise20bdc
Sean,Morales,20030920,Yes,Morales867f3f
Andrea,Dennis,19570926,Yes,Dennis14df34
John,Mendoza,19850519,Yes,Mendozafa60de
Jeremy,Krueger,19830715,Yes,Kruegerb37c9c
Sierra,Mcdaniel,20030713,Yes,Mcdaniel4de3f7
Wendy,Smith,19700128,Yes,Smith85c0b7
Leslie,Diaz,19570430,Yes,Diaz0bd1dc
Grant,Snyder,19731031,Yes,Snyderd3f05c
Brandi,Jenkins,19651228,Yes,Jenkins27fe61
Amy,Haynes,19600314,Yes,Haynes18bc27
John,Roberts,19540315,Yes,Robertsd606a5
Carrie,Nelson,19510609,Yes,Nelsonfde1dd
Jacob,Hood,19560208,Yes,Hoodbb6b93
Tracy,Charles,19931108,Yes,Charles024858
Heather,Miller,19530128,Yes,Miller28ba0a
Brandon,Johnson,19851003,Yes,Johnson8eba47
Kevin,Cook,19780913,Yes,Cooka5121a
Derrick,Lane,19890916,Yes,Lane24958c
Wendy,Nelson,19650108,Yes,Nelsonf7fc33
Jasmine,Ramsey,19500407,Yes,Ramsey843ef9
William,Beltran,19850313,Yes,Beltranb42ac8
Albert,Jefferson,19841117,Yes,Jefferson841277
Jessica,Ferguson,19670129,Yes,Ferguson8004f3
Gerald,Stuart,19950810,Yes,Stuart42d02b
Jacob,Vaughan,19830908,Yes,Vaughan400569
Matthew,Fuentes,19660329,Yes,Fuentes0598c7
April,Carpenter,19710929,Yes,Carpenter4acee9
Rachel,Garcia,19961021,Yes,Garciad383b3
Patrick,Madden,19941101,Yes,Maddend8100f
Angela,Myers,19740126,Yes,Myers963657
Wayne,Baker,19671227,Yes,Baker726e6d
Haley,Cox,19641001,Yes,Coxc2d501
Dan,Sanders,19500813,Yes,Sanders65a5dc
Timothy,Boyle,19840608,Yes,Boyle7540af
Thomas,Fisher,19850415,Yes,Fishercd40a0
Taylor,Lopez,19570522,Yes,Lopezd2a7df
Cynthia,Ortiz,19590706,Yes,Ortizfed1fb
Jeffrey,Macias,19900310,Yes,Macias76606d
Brian,Drake,19621102,Yes,Drake1697ce
Anna,Austin,19991122,Yes,Austin69ddb3
Joel,Clark,19580712,Yes,Clarkb12918
Deborah,Olson,19570805,Yes,Olson4c0a6b
Michael,Love,20020321,Yes,Love011951
Timothy,Jordan,19991228,Yes,Jordan26d57f
Kathy,Leblanc,19810227,Yes,Leblanc25e89e
William,Floyd,19720713,Yes,Floydee7c05
Angela,Hayden,19960623,Yes,Hayden44dbe5
Renee,Hodges,19871228,Yes,Hodgesc32058
Samantha,Miller,19650406,Yes,Millerb1a7bc
Lauren,Orozco,20000126,Yes,Orozco32e5d9
Destiny,Johns,19731201,Yes,Johnsbd3509
Jennifer,Davis,19931018,Yes,Davisd9ba61
April,Owen,19670923,Yes,Owen1c1c8c
Evan,Russell,19590120,Yes,Russelleeae94
Jordan,Cruz,19580323,Yes,Cruza019e5
Brent,Castaneda,19580307,Yes,Castaneda1e9a55
Gregory,Peters,19900902,Yes,Peters62c2df
Jason,Malone,19550503,Yes,Malone820578
Matthew,Salazar,19991211,Yes,Salazar8a3911
Martin,Morris,19930810,Yes,Morrised007a
Natasha,Martinez,19680418,Yes,Martinezfa7cbb
Charles,Powell,19970906,Yes,Powell89e264
Brian,Powell,19591115,Yes,Powellc3379b
Laura,Sandoval,19860913,Yes,Sandoval6592db
Charles,Gonzalez,19710404,Yes,Gonzalezbc4a42
Nicholas,Caldwell,19770714,Yes,Caldwell92d768
Brian,Wyatt,19581211,Yes,Wyattac546c
Ryan,Garcia,19930815,Yes,Garciaa540e6
Megan,Anderson,19700729,Yes,Andersona86c0e
Pamela,Hughes,19870613,Yes,Hughes5403fe
Tiffany,Scott,19861110,Yes,Scottaf31db
Stanley,Conway,19850905,Yes,Conwayb17c3c
Yolanda,Petty,19910125,Yes,Petty89b4f6
Emily,Oneal,19580118,Yes,Oneal1a34ff
Tara,Jones,19850303,Yes,Jones7290cb
Christine,Cohen,19940621,Yes,Cohen0fcc4a
Daniel,Gutierrez,19571103,Yes,Gutierrez8e2f3e
George,Williams,19810319,Yes,Williamsc20d32
Lori,Allen,20020916,Yes,Allen8c0004
Charles,Kelly,19690401,Yes,Kelly0c61de
Jonathan,Villa,19751203,Yes,Villa19bdda
Cindy,Jackson,19670727,Yes,Jackson40b1bf
Scott,Williams,19800308,Yes,Williams10ae3a
Dylan,Hernandez,19950301,Yes,Hernandez045444
Michelle,Garcia,19801017,Yes,Garcia6967c8
Matthew,Bailey,19870728,Yes,Bailey255ab5
Kristin,Edwards,19820603,Yes,Edwardse7bbf9
Kristen,Kirk,19590823,Yes,Kirk079a30
Ruth,Carrillo,19790905,Yes,Carrillod036e7
Jacob,Stephenson,19541111,Yes,Stephensondd8906
Curtis,Flynn,19780926,Yes,Flynn066c3e
Thomas,Perez,19630220,Yes,Perez7a5c3d
Sheri,Kline,19940609,Yes,Klinee724e4
Jeff,Baker,19670424,Yes,Baker4cd378
William,Powell,19670721,Yes,Powelld1cfb3
Shannon,Thomas,19680903,Yes,Thomas2a3b97
Jeffrey,Murray,19821221,Yes,Murray8d3f74
Carla,Jackson,19940715,Yes,Jackson5ae26d
Kristin,Wagner,19970129,Yes,Wagner83f4e1
Kathleen,Rodriguez,19671005,Yes,Rodriguez3b4140
Nicole,Shea,19560102,Yes,Sheaabeb33
